0,"",,,,,100001,,,,,,,,,
406,28779,0,,,,7,18,79,48.8571428571428571,21.5284971717997649,48,18,30,66,79
406,28779,8507,,,,144,0,99,44.5347222222222222,24.7660135930861770,45,12,24,62,77
406,28779,8532,,,,174,0,98,43.7758620689655172,25.6046259617246625,44,9,23,64,78
406,29056,0,,,,7,11,76,45.1428571428571429,22.8358531803869872,48,11,30,70,76
406,29056,8507,,,,102,1,96,50.0490196078431373,26.1796449729652143,50,16,26,72,87
406,29056,8532,,,,92,0,95,45.1739130434782609,25.4789759035024123,45,10,25,67,78
406,29979,8507,,,,51,0,96,40.4117647058823529,26.7620451166111259,40,4,15,64,82
406,29979,8532,,,,52,1,98,46.6923076923076923,23.8759362502298055,49,10,27,63,74
406,30133,8507,,,,75,0,94,42.3600000000000000,24.6864882618549596,43,6,24,62,75
406,30133,8532,,,,92,0,97,45.5869565217391304,24.1274783724589314,44,15,25,65,78
406,30437,8507,,,,99,1,98,42.7575757575757576,23.4103112242041794,41,13,24,61,75
406,30437,8532,,,,87,1,93,52.3448275862068966,22.4845309026403371,52,23,34,69,85
406,30441,0,,,,6,0,51,31.8333333333333333,19.7323761029093165,36,0,16,45,51
406,30441,8507,,,,107,0,94,41.6915887850467290,25.1705170503909987,44,7,19,61,76
406,30441,8532,,,,91,0,99,41.3186813186813187,24.8134726491159417,43,6,18,62,74
406,30679,8507,,,,12,7,99,53.5000000000000000,34.8072615203416217,38,14,15,80,95
406,30679,8532,,,,10,2,75,35.0000000000000000,23.4283778544074384,24,2,19,49,68
406,30683,8532,,,,6,14,81,36.8333333333333333,25.1031206559397046,28,14,17,50,81
406,30753,8507,,,,96,1,95,41.9062500000000000,25.6745124998560227,40,8,19,61,76
406,30753,8532,,,,113,0,94,45.7699115044247788,23.4749139849167811,47,11,29,65,76
406,30968,8507,,,,8,10,75,30.3750000000000000,23.3479121122210840,16,10,10,37,75
406,30968,8532,,,,12,3,95,48.3333333333333333,24.4366838002114180,48,11,37,61,68
406,30969,8507,,,,9,5,63,37.0000000000000000,17.8675683852056377,34,5,27,48,63
406,30969,8532,,,,16,0,90,49.0000000000000000,25.9820450824538958,50,19,23,60,86
406,30978,8507,,,,15,5,95,43.3333333333333333,28.3565731021087613,38,5,26,66,87
406,30978,8532,,,,12,14,77,33.9166666666666667,17.4223384994058357,30,16,19,37,51
406,31057,8507,,,,79,3,97,48.0506329113924051,25.1012813720209210,48,10,30,64,82
406,31057,8532,,,,97,1,98,48.5876288659793814,25.0656440577035923,49,12,29,69,78
406,31317,0,,,,8,19,78,48.2500000000000000,22.0761668515424764,40,19,27,69,78
406,31317,8507,,,,132,0,99,43.1893939393939394,23.8401587472805119,41,13,26,60,78
406,31317,8532,,,,129,0,98,43.8914728682170543,23.7773659147719986,45,9,27,61,77
406,31597,8507,,,,72,3,96,42.3611111111111111,23.4318343438979357,41,11,25,59,75
406,31597,8532,,,,82,0,99,48.0121951219512195,25.7679549783044779,51,12,29,66,80
406,31602,8507,,,,171,0,99,45.7602339181286550,24.2406039517368552,45,11,28,62,78
406,31602,8532,,,,178,0,99,44.5730337078651685,24.5517498613254581,47,12,22,64,75
406,31609,8507,,,,119,0,99,46.3529411764705882,26.5539387851404268,50,6,23,66,79
406,31609,8532,,,,125,0,99,43.0400000000000000,23.3750625322606736,47,10,25,60,70
406,31610,0,,,,34,4,98,43.2058823529411765,22.2897984707024130,44,14,27,57,70
406,31610,8507,,,,511,0,99,42.1682974559686888,24.3779684534866357,41,10,23,60,76
406,31610,8532,,,,522,0,99,45.0421455938697318,24.7779804727684798,44,10,26,64,78
406,31668,0,,,,9,6,66,37.0000000000000000,20.9105236663264844,46,6,20,51,66
406,31668,8507,,,,122,0,99,45.9590163934426230,24.1210437739234387,47,8,30,64,75
406,31668,8532,,,,133,0,98,43.9774436090225564,25.5957697041657629,44,7,23,63,78
406,31821,8507,,,,67,0,95,45.1343283582089552,25.5087005491994649,46,6,23,67,77
406,31821,8532,,,,60,2,87,45.2000000000000000,22.9278899071244744,45,12,28,60,77
406,31884,0,,,,7,30,66,53.1428571428571429,11.4226174967119719,54,30,51,61,66
406,31884,8507,,,,110,1,95,43.4090909090909091,23.0958495236918600,42,12,31,57,75
406,31884,8532,,,,106,0,96,41.9433962264150943,25.2201092058657658,44,7,22,59,77
406,72401,0,,,,40,3,92,45.9500000000000000,25.0178910341154015,40,13,27,70,78
406,72401,8507,,,,1063,0,99,44.1523988711194732,24.4306025748125098,44,10,25,62,77
406,72401,8532,,,,1055,0,99,43.7156398104265403,24.8626338430961681,43,9,23,63,77
406,72403,0,,,,9,2,79,41.2222222222222222,28.2567592700303204,33,2,19,74,79
406,72403,8507,,,,180,0,99,46.4055555555555556,25.1877191903843512,46,12,25,63,80
406,72403,8532,,,,215,1,99,43.9069767441860465,25.8002879371460418,42,9,22,63,76
406,72404,0,,,,69,1,94,42.4637681159420290,23.8694856336710214,44,8,25,58,77
406,72404,8507,,,,1680,0,99,44.8392857142857143,24.4115084209204029,45,10,26,63,78
406,72404,8532,,,,1737,0,99,44.2705814622913069,24.7898404694891224,44,10,25,64,77
406,72407,0,,,,17,5,97,39.9411764705882353,28.5973569325805311,30,8,18,57,88
406,72407,8507,,,,361,0,99,44.0000000000000000,24.5946019371008411,44,9,23,61,77
406,72407,8532,,,,325,0,99,42.9415384615384615,26.3197274526425618,44,7,21,62,78
406,72413,0,,,,79,0,97,43.3164556962025316,22.9327580636316680,46,10,23,60,71
406,72413,8507,,,,1994,0,99,44.8164493480441324,24.8108228296420205,44,11,26,63,78
406,72413,8532,,,,2054,0,99,44.9396299902629017,24.6585302588069333,45,11,25,63,77
406,72418,0,,,,67,0,97,48.1940298507462687,26.0769483748491932,51,8,31,71,80
406,72418,8507,,,,1710,0,99,44.2649122807017544,24.1914176873356798,44,10,26,63,76
406,72418,8532,,,,1785,0,99,44.0817927170868347,24.6990638412045407,44,10,24,62,77
406,72421,0,,,,75,0,99,44.1066666666666667,23.8251362455100583,44,9,26,63,75
406,72421,8507,,,,1713,0,99,44.6935201401050788,24.5438299781479804,45,10,25,64,77
406,72421,8532,,,,1725,0,99,44.1408695652173913,24.5113351388189636,45,10,24,62,77
406,72434,8507,,,,48,0,84,44.3333333333333333,23.1786157254991095,46,6,27,59,76
406,72434,8532,,,,70,2,99,41.9428571428571429,25.7399963482569588,38,5,24,60,74
406,72578,8532,,,,6,32,74,46.5000000000000000,15.0831031289983561,41,32,35,49,74
406,72618,8507,,,,70,0,98,42.3428571428571429,26.4322408062061034,40,4,22,61,77
406,72618,8532,,,,81,0,98,44.2716049382716049,25.5019667602711636,45,7,25,62,75
406,72693,8507,,,,91,0,98,46.2637362637362637,24.8206165044908516,47,9,27,68,75
406,72693,8532,,,,102,1,98,48.7058823529411765,23.3091951580640210,49,18,29,67,78
406,72705,0,,,,76,2,98,43.8552631578947368,24.8256340354714384,40,13,21,62,81
406,72705,8507,,,,1833,0,99,44.5581014729950900,24.5303935684020769,44,11,25,63,77
406,72705,8532,,,,1823,0,99,45.0778935820076796,24.4885436499202153,46,11,26,63,77
406,72709,0,,,,17,1,76,41.4117647058823529,22.0285576681991704,36,14,27,62,69
406,72709,8507,,,,526,0,99,45.5893536121673004,24.7153432345260896,45,11,26,64,79
406,72709,8532,,,,551,0,99,43.8166969147005445,24.6161988937951461,44,10,25,62,77
406,72711,0,,,,9,0,69,34.5555555555555556,24.8098322803234157,32,0,12,52,69
406,72711,8507,,,,189,0,98,43.8148148148148148,25.9724197537399315,43,8,23,65,78
406,72711,8532,,,,172,0,98,43.4651162790697674,26.1872240956225317,40,9,23,63,79
406,72857,8507,,,,17,4,94,40.1764705882352941,24.6405034803411816,37,4,23,58,72
406,72857,8532,,,,10,2,85,46.1000000000000000,24.5060083335586182,46,2,40,64,66
406,72926,8507,,,,49,9,99,45.5918367346938776,23.0804014690557130,44,15,27,60,76
406,72926,8532,,,,58,1,96,44.4482758620689655,24.5643961533497783,45,5,28,60,74
406,72973,0,,,,7,14,62,40.7142857142857143,18.3731170075038866,47,14,17,53,62
406,72973,8507,,,,83,1,95,42.8674698795180723,26.7037820854418414,43,7,17,67,78
406,72973,8532,,,,102,0,98,41.7941176470588235,27.7007839311789824,39,6,18,66,79
406,72984,0,,,,6,13,56,32.1666666666666667,14.2185325074941073,29,13,27,38,56
406,72984,8507,,,,139,1,99,45.0791366906474820,24.6106094560866341,45,9,25,64,76
406,72984,8532,,,,160,0,98,43.5500000000000000,25.1470642971957185,44,8,21,62,76
406,72986,0,,,,802,0,99,44.5249376558603491,24.5505923976339121,45,10,26,62,77
406,72986,8507,,,,18512,0,99,44.4611603284356093,24.5639670194384331,45,10,25,63,77
406,72986,8532,,,,18959,0,99,44.4339891344480194,24.7338007541684071,45,10,25,64,77
406,72988,0,,,,7,3,67,31.7142857142857143,19.9809433020089229,25,3,23,42,67
406,72988,8507,,,,142,0,99,46.1408450704225352,24.4263523400955890,45,14,26,67,76
406,72988,8532,,,,161,2,98,41.3788819875776398,26.1117655711412212,39,7,19,59,79
406,72991,0,,,,8,6,77,54.3750000000000000,24.0828184159816074,53,6,37,74,77
406,72991,8507,,,,166,1,98,44.3072289156626506,24.6514282978296737,42,14,24,64,79
406,72991,8532,,,,175,0,99,45.7085714285714286,25.2165491571652347,46,10,28,66,79
406,72994,0,,,,69,0,99,46.9420289855072464,23.9815395043593372,49,13,28,61,75
406,72994,8507,,,,1837,0,99,43.5955362003266195,24.9000013495905117,44,10,23,63,76
406,72994,8532,,,,1887,0,99,45.4483306836248013,25.0012800546274365,45,10,26,66,78
406,72995,0,,,,10,3,71,36.4000000000000000,24.4003642960054549,43,3,5,56,56
406,72995,8507,,,,186,1,98,43.2741935483870968,25.7307278842676431,45,9,20,63,78
406,72995,8532,,,,182,0,99,41.5824175824175824,25.8796901678474031,40,7,20,62,77
406,72997,0,,,,15,5,84,50.2000000000000000,24.0243923663311113,53,15,37,71,76
406,72997,8507,,,,447,0,98,43.9932885906040268,25.4998892051480234,43,8,23,64,78
406,72997,8532,,,,479,0,98,44.2129436325678497,24.5579444469434201,42,12,25,64,78
406,73001,0,,,,164,0,99,45.2256097560975610,24.1760735087557825,44,12,27,62,78
406,73001,8507,,,,3860,0,99,44.5316062176165803,24.6868815520999744,45,10,25,63,77
406,73001,8532,,,,3899,0,99,43.9897409592203129,24.6835881772660089,44,10,24,63,77
406,73008,0,,,,19,5,92,53.0526315789473684,22.0491211319194870,53,23,40,71,85
406,73008,8507,,,,472,0,99,43.0974576271186441,24.9314779395191795,43,9,23,60,76
406,73008,8532,,,,564,0,99,44.7978723404255319,24.9974406308685614,45,8,26,65,77
406,73012,0,,,,147,1,92,42.1904761904761905,24.8205431191703299,42,8,21,61,77
406,73012,8507,,,,3979,0,99,44.8733350087961799,24.5703357302979455,45,11,25,64,77
406,73012,8532,,,,4034,0,99,43.8812592959841349,24.2682142822456126,44,11,25,62,76
406,73019,8507,,,,64,1,97,43.7187500000000000,26.8709253094143928,43,5,22,63,79
406,73019,8532,,,,48,2,95,47.8541666666666667,23.8479131370631213,49,14,29,64,80
406,73021,8507,,,,49,0,97,44.8571428571428571,25.5293948224394853,45,11,24,69,76
406,73021,8532,,,,54,0,96,46.3703703703703704,25.2991880668405972,44,14,28,70,80
406,73065,8507,,,,11,21,96,55.7272727272727273,20.5528144500499449,54,35,43,71,78
406,73065,8532,,,,13,7,64,38.5384615384615385,17.5907901310855686,39,16,27,51,59
